timestamp,hour,temp,occupancy,energy
2024-01-01 00:00:00,0,10.496714153011233,0.3,77.79516384099138
2024-01-01 01:00:00,1,12.449926149854022,0.3,72.28812109253273
2024-01-01 02:00:00,2,15.647688538100692,0.3,67.23633885212641
2024-01-01 03:00:00,3,18.594097668273502,0.3,65.15535276298115
2024-01-01 04:00:00,4,18.426100663121048,0.3,55.03578746118744
2024-01-01 05:00:00,5,19.425121305941502,0.3,64.77617338936962
2024-01-01 06:00:00,6,21.57921281550739,0.3,71.15889487696991
2024-01-01 07:00:00,7,20.42669299204359,0.3,73.44509231075611
2024-01-01 08:00:00,8,18.190779651909438,1.0,89.41727352058972
2024-01-01 09:00:00,9,17.61362785545144,1.0,92.30808338786846
2024-01-01 10:00:00,10,14.536582307187537,1.0,100.81402449869977
2024-01-01 11:00:00,11,12.122460697454953,1.0,101.24091846821354
2024-01-01 12:00:00,12,10.241962271566036,1.0,115.57873483519711
2024-01-01 13:00:00,13,5.498529304316994,1.0,128.1506016034179
2024-01-01 14:00:00,14,3.275082167486969,1.0,135.69955941656286
2024-01-01 15:00:00,15,2.366644658893556,1.0,148.67877914262831
2024-01-01 16:00:00,16,0.32691484182119246,1.0,136.76691665604065
2024-01-01 17:00:00,17,0.654989069704591,1.0,147.20912274016953
2024-01-01 18:00:00,18,-0.9080240755212109,1.0,145.86172966836256
2024-01-01 19:00:00,19,-1.0715619642259762,0.3,120.07667260588696
2024-01-01 20:00:00,20,2.8053947310771683,0.3,107.44727907086477
2024-01-01 21:00:00,21,2.703155887647987,0.3,106.61782333686192
2024-01-01 22:00:00,22,5.067528204687919,0.3,99.08791660121996
2024-01-01 23:00:00,23,5.987061362761327,0.3,99.02734211843504
2024-01-02 00:00:00,0,9.455617275474818,0.3,83.0816270835605
2024-01-02 01:00:00,1,12.699113040735073,0.3,80.15439838036008
2024-01-02 02:00:00,2,13.849006422577697,0.3,73.20439751761114
2024-01-02 03:00:00,3,17.44676583021115,0.3,60.26949449224548
2024-01-02 04:00:00,4,18.05961534792558,0.3,60.8288074697893
2024-01-02 05:00:00,5,19.367564513097406,0.3,69.87414118987994
2024-01-02 06:00:00,6,19.398293387770604,0.3,64.58887490226314
2024-01-02 07:00:00,7,21.511536447399617,0.3,73.6099701968277
2024-01-02 08:00:00,8,18.646756813106457,1.0,89.74740161217295
2024-01-02 09:00:00,9,16.013356882909576,1.0,98.23369490104213
2024-01-02 10:00:00,10,15.822544912103188,1.0,98.58888848006104
2024-01-02 11:00:00,11,11.367346801054186,1.0,115.44378609672667
2024-01-02 12:00:00,12,10.208863595004757,1.0,112.84671737848808
2024-01-02 13:00:00,13,5.452139425095017,1.0,129.64954613898868
2024-01-02 14:00:00,14,3.671813951101571,1.0,133.27876076531211
2024-01-02 15:00:00,15,3.1257934240036525,1.0,138.5102350735781
2024-01-02 16:00:00,16,2.078212542151027,1.0,135.60886521072072
2024-01-02 17:00:00,17,0.5121100182992876,1.0,144.698685883734
2024-01-02 18:00:00,18,-0.11564828238824053,1.0,143.76285295881468
2024-01-02 19:00:00,19,0.039638041520026535,0.3,115.68852134411443
2024-01-02 20:00:00,20,-0.1387760282118129,0.3,116.69158553798056
2024-01-02 21:00:00,21,2.209087979739814,0.3,110.1294572500606
2024-01-02 22:00:00,22,4.539361229040208,0.3,102.03322918351351
2024-01-02 23:00:00,23,8.4689317751937,0.3,91.23734422393048
2024-01-03 00:00:00,0,10.343618289568461,0.3,89.70349930398118
2024-01-03 01:00:00,1,10.825150295662473,0.3,86.48089816985824
2024-01-03 02:00:00,2,15.324083969394795,0.3,72.6352118693063
2024-01-03 03:00:00,3,16.68598553144916,0.3,64.57542482758092
2024-01-03 04:00:00,4,17.98333203753843,0.3,59.382281402699746
2024-01-03 05:00:00,5,20.27093455173155,0.3,71.6787053299079
2024-01-03 06:00:00,6,21.03099952249595,0.3,73.72113894507724
2024-01-03 07:00:00,7,20.59053838200688,0.3,74.18962717327358
2024-01-03 08:00:00,8,17.82103651462175,1.0,88.72494857822707
2024-01-03 09:00:00,9,16.76185543601426,1.0,93.02578772587617
2024-01-03 10:00:00,10,15.331263431403563,1.0,93.087757218213
2024-01-03 11:00:00,11,13.563735578147568,1.0,102.13137994737468
2024-01-03 12:00:00,12,9.520825762154711,1.0,118.4272342452742
2024-01-03 13:00:00,13,7.226150572310975,1.0,120.92206214538248
2024-01-03 14:00:00,14,3.8936650259939736,1.0,134.24044430762055
2024-01-03 15:00:00,15,1.7327255640538581,1.0,138.23031398984497
2024-01-03 16:00:00,16,2.1522717845498143,1.0,138.51535573101523
2024-01-03 17:00:00,17,1.69698176568014,1.0,135.46598053351255
2024-01-03 18:00:00,18,-0.07201012158033385,1.0,144.4716587136427
2024-01-03 19:00:00,19,1.3442746350013395,0.3,102.9937681822938
2024-01-03 20:00:00,20,1.7013819872032485,0.3,110.3351655639043
